Field_Name,Tooltip,Field_Type,Needs_Review,Confidence,Part,Part_Num,Line,Subline,Base_Field_Type,Position,Domains,Personas,Biographical_Subcategories
Pt10Line12a_DateReceived_1[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line Twelve. Meningococcal. Enter the first Vaccine Received Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateReceived_1,False,0.0,Part 10,10,Line 12,a,DateReceived_1,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line12b_DateReceived_2[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line Twelve. Meningococcal. Enter the second Vaccine Received Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateReceived_2,False,0.0,Part 10,10,Line 12,b,DateReceived_2,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line12c_DateReceived_3[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line Twelve. Meningococcal. Enter the third Vaccine Received Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateReceived_3,False,0.0,Part 10,10,Line 12,c,DateReceived_3,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line12d_DateReceived_4[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line Twelve. Meningococcal. Enter the fourth Vaccine Received Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateReceived_4,False,0.0,Part 10,10,Line 12,d,DateReceived_4,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line13_CheckBox13[0],"Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line 13. COVID-19 (In “Remarks” section, write “COVID-19” and specify vaccine brand). Select *See Below Table.",CheckBox13,False,1.8,Part 10,10,Line 13,,CheckBox13,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line13_CompleteSeries[0],"Part 10. Vaccination Record. Complete Series. Line 13. COVID-19 (In “Remarks” section, write “COVID-19” and specify vaccine brand). Enter the name of Vaccine.",CompleteSeries,False,1.8,Part 10,10,Line 13,,CompleteSeries,0,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt10Line13_ContraCheckBox12[0],"Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line 13. COVID-19 (In “Remarks” section, write “COVID-19” and specify vaccine brand). Select Contraindication.",ContraCheckBox12,False,1.8,Part 10,10,Line 13,,ContraCheckBox12,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line13_DateGiven_1[0],"Part 10. Vaccination Record. Vaccine Given. Line 13. COVID-19 (In “Remarks” section, write “COVID-19” and specify vaccine brand). Enter Vaccine Received Date as 2-digit Month, 2-digit Day, and 4-digit Year.",DateGiven_1,False,0.0,Part 10,10,Line 13,,DateGiven_1,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line13_InsufficientCheckBox12[0],"Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line 13. COVID-19 (In “Remarks” section, write “COVID-19” and specify vaccine brand). Select Insufficient Time Interval.",InsufficientCheckBox12,False,1.8,Part 10,10,Line 13,,InsufficientCheckBox12,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line13_NotAge12[0],"Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line 13. COVID-19 (In “Remarks” section, write “COVID-19” and specify vaccine brand). Select Not Age Appropriate.",NotAge12,False,1.8,Part 10,10,Line 13,,NotAge12,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line13a_DateReceived_1[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line 13. COVID-19 (In “Remarks” section, write “COVID-19” and specify vaccine brand). Enter the first Vaccine Received Date as 2-digit Month, 2-digit Day, and 4-digit Year.",DateReceived_1,False,0.0,Part 10,10,Line 13,a,DateReceived_1,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line13b_DateReceived_2[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line 13. COVID-19 (In “Remarks” section, write “COVID-19” and specify vaccine brand). Enter the second Vaccine Received Date as 2-digit Month, 2-digit Day, and 4-digit Year.",DateReceived_2,False,0.0,Part 10,10,Line 13,b,DateReceived_2,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line13c_DateReceived_3[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line 13. COVID-19 (In “Remarks” section, write “COVID-19” and specify vaccine brand). Enter the third Vaccine Received Date as 2-digit Month, 2-digit Day, and 4-digit Year.",DateReceived_3,False,0.0,Part 10,10,Line 13,c,DateReceived_3,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line13d_DateReceived_4[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line 13. COVID-19 (In “Remarks” section, write “COVID-19” and specify vaccine brand). Enter the fourth Vaccine Received Date as 2-digit Month, 2-digit Day, and 4-digit Year.",DateReceived_4,False,0.0,Part 10,10,Line 13,d,DateReceived_4,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line1_CompleteSeries[0],"Part 10. Vaccination Record. Complete Series. Line Three. Oral Polio Vaccine (O P V) or Inactive Poliovirus Vaccine (I P V). Mark an X if complete; write date of lab test if immune or ""V H"" if varicella history.",CompleteSeries,False,0.0,Part 10,10,Line 1,,CompleteSeries,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line1_CompleteSeries[1],"Part 10. Vaccination Record. Complete Series. Line Four. MMR (measles, mumps-rubella) or if monovalent or other combination of the vaccines. Mark an X if complete; write date of lab test if immune or ""V H"" if varicella history.",CompleteSeries,False,0.0,Part 10,10,Line 1,,CompleteSeries,1,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line1_CompleteSeries[2],"Part 10. Vaccination Record. Complete Series. Line Five. Haemophilus Influenzae Type b (H I B). Mark an X if complete; write date of lab test if immune or ""V H"" if varicella history.",CompleteSeries,False,0.0,Part 10,10,Line 1,,CompleteSeries,2,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line1_CompleteSeries[3],"Part 10. Vaccination Record. Complete Series. Line Seven. Varicella. Mark an X if complete; write date of lab test if immune or ""V H"" if varicella history.",CompleteSeries,False,0.0,Part 10,10,Line 1,,CompleteSeries,3,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line1_CompleteSeries[4],"Part 10. Vaccination Record. Complete Series. Line Eight. Pneumococcal. Mark an X if complete; write date of lab test if immune or ""V H"" if varicella history.",CompleteSeries,False,0.0,Part 10,10,Line 1,,CompleteSeries,4,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line1_CompleteSeries[5],"Part 10. Vaccination Record. Complete Series. Line Nine. Influenza. Mark an X if complete; write date of lab test if immune or ""V H"" if varicella history.",CompleteSeries,False,0.0,Part 10,10,Line 1,,CompleteSeries,5,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line1_CompleteSeries[6],"Part 10. Vaccination Record. Complete Series. Line Eleven. Hepatitis A. Mark an X if complete; write date of lab test if immune or ""V H"" if varicella history.",CompleteSeries,False,0.0,Part 10,10,Line 1,,CompleteSeries,6,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line1_CompleteSeries[7],"Part 10. Vaccination Record. Complete Series. Line Twelve. Meningococcal. Mark an X if complete; write date of lab test if immune or ""V H"" if varicella history.",CompleteSeries,False,0.0,Part 10,10,Line 1,,CompleteSeries,7,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line1_ContraCheckBox1[0],"Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line One. Diptheria Tetanus (D T). Diptheria, Tetanus, and acelluar Pertussis (D T. A. P). Diptheria, Tetanus, and Pertussis (D T P). Select Contraindication.",ContraCheckBox1,False,1.8,Part 10,10,Line 1,,ContraCheckBox1,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line1_DTCompleteSeries[0],"Part 10. Vaccination Record. Complete Series. Line One. Diptheria Tetanus (D T). Diptheria, Tetanus, and acelluar Pertussis (D T. A. P). Diptheria, Tetanus, and Pertussis (D T P). Mark an X if complete; write date of lab test if immune or ""V H"" if varicella history.",DTCompleteSeries,False,0.0,Part 10,10,Line 1,,DTCompleteSeries,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line1_DTDateGiven[0],"Part 10. Vaccination Record. Vaccine Given. Line One. Diptheria Tetanus (D T). Diptheria, Tetanus, and acelluar Pertussis (D T. A. P). Diptheria, Tetanus, and Pertussis (D T P). Enter Date Given by Civil Surgeon. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DTDateGiven,False,0.0,Part 10,10,Line 1,,DTDateGiven,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line1_DTDateReceived1[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line One. Diptheria Tetanus (D T). Diptheria, Tetanus, and acelluar Pertussis (D T. A. P). Diptheria, Tetanus, and Pertussis (D T P). Enter the first Vaccine Received Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DTDateReceived1,False,0.0,Part 10,10,Line 1,,DTDateReceived1,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line1_DTDateReceived2[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line One. Diptheria Tetanus (D T). Diptheria, Tetanus, and acelluar Pertussis (D T. A. P). Diptheria, Tetanus, and Pertussis (D T P). Enter the second Vaccine Received Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DTDateReceived2,False,0.0,Part 10,10,Line 1,,DTDateReceived2,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line1_DTDateReceived3[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line One. Diptheria Tetanus (D T). Diptheria, Tetanus, and acelluar Pertussis (D T. A. P). Diptheria, Tetanus, and Pertussis (D T P). Enter the third Vaccine Received Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DTDateReceived3,False,0.0,Part 10,10,Line 1,,DTDateReceived3,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line1_DTDateReceived4[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line One. Diptheria Tetanus (D T). Diptheria, Tetanus, and acelluar Pertussis (D T. A. P). Diptheria, Tetanus, and Pertussis (D T P). Enter the fourth Vaccine Received Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DTDateReceived4,False,0.0,Part 10,10,Line 1,,DTDateReceived4,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line1_HBCompleteSeries[0],"Part 10. Vaccination Record. Complete Series. Line Six. Hepatitis B. Mark an X if complete; write date of lab test if immune or ""V H"" if varicella history.",HBCompleteSeries,False,0.0,Part 10,10,Line 1,,HBCompleteSeries,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line1_InsufficientCheckBox1[0],"Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line One. Diptheria Tetanus (D T). Diptheria, Tetanus, and acelluar Pertussis (D T. A. P). Diptheria, Tetanus, and Pertussis (D T P). Select Insufficient Time Interval.",InsufficientCheckBox1,False,1.8,Part 10,10,Line 1,,InsufficientCheckBox1,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line1_NotAge1[0],"Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line One. Diptheria Tetanus (D T). Diptheria, Tetanus, and acelluar Pertussis (D T. A. P). Diptheria, Tetanus, and Pertussis (D T P). Select Not Age Appropriate.",NotAge1,False,1.8,Part 10,10,Line 1,,NotAge1,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line2_InsufficientCheckBox2[0],"Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line Two. Tetanus Diptheria (T d). Tetanus, Diptheria, and Pertussis (T D A. P). Select Insufficient Time Interval.",InsufficientCheckBox2,False,1.8,Part 10,10,Line 2,,InsufficientCheckBox2,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line2_NotAge2[0],"Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line Two. Tetanus Diptheria (T d). Tetanus, Diptheria, and Pertussis (T D A. P). Select Not Age Appropriate.",NotAge2,False,1.8,Part 10,10,Line 2,,NotAge2,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line2_TdCompleteSeries[0],"Part 10. Vaccination Record. Complete Series. Line Two. Tetanus Diptheria (T d). Tetanus, Diptheria, and Pertussis (T D A. P). Mark an X if complete; write date of lab test if immune or ""V H"" if varicella history.",TdCompleteSeries,False,0.0,Part 10,10,Line 2,,TdCompleteSeries,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line2_TdContra[0],"Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line Two. Tetanus Diptheria (T d). Tetanus, Diptheria, and Pertussis (T D A. P). Select Contraindication.",TdContra,False,1.8,Part 10,10,Line 2,,TdContra,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line2_TdDateGiven[0],"Part 10. Vaccination Record. Vaccine Given. Line Two. Tetanus Diptheria (T d). Tetanus, Diptheria, and Pertussis (T D A. P). Enter Date Given Civil Surgeon. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",TdDateGiven,False,0.0,Part 10,10,Line 2,,TdDateGiven,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line2_TdDateReceived1[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line Two. Tetanus Diptheria (T d). Tetanus, Diptheria, and Pertussis (T D A. P). Enter the first Vaccine Received Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",TdDateReceived1,False,0.0,Part 10,10,Line 2,,TdDateReceived1,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line2_TdDateReceived2[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line Two. Tetanus Diptheria (T d). Tetanus, Diptheria, and Pertussis (T D A. P). Enter the second Vaccine Received Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",TdDateReceived2,False,0.0,Part 10,10,Line 2,,TdDateReceived2,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line2_TdDateReceived3[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line Two. Tetanus Diptheria (T d). Tetanus, Diptheria, and Pertussis (T D A. P). Enter the third Vaccine Received Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",TdDateReceived3,False,0.0,Part 10,10,Line 2,,TdDateReceived3,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line2_TdDateReceived4[0],"Part 10. Vaccination Record. Vaccine History Transferred From A. Written Record. Line Two. Tetanus Diptheria (T d). Tetanus, Diptheria, and Pertussis (T D A. P). Enter the fourth Vaccine Received Date. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",TdDateReceived4,False,0.0,Part 10,10,Line 2,,TdDateReceived4,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line3_ContraCheckBox3[0],Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line Three. Oral Polio Vaccine (O P V) or Inactive Poliovirus Vaccine (I P V). Select Contraindication.,ContraCheckBox3,False,1.8,Part 10,10,Line 3,,ContraCheckBox3,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line3_DateGiven_1[0],"Part 10. Vaccination Record. Vaccine Given. Line Three. Oral Polio Vaccine (O P V) or Inactive Poliovirus Vaccine (I P V). Enter Date Given by Civil Surgeon. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateGiven_1,False,0.0,Part 10,10,Line 3,,DateGiven_1,0,unknown(0.0),unknown(0.0),unknown(0.0)
Pt10Line3_InsufficientCheckBox3[0],Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line Three. Oral Polio Vaccine (O P V) or Inactive Poliovirus Vaccine (I P V). Select Insufficient Time Interval.,InsufficientCheckBox3,False,1.8,Part 10,10,Line 3,,InsufficientCheckBox3,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt10Line3_NotAge3[0],Part 10. Vaccination Record. Blanket Waivers to be Requested from U S C I S (Not Medically Appropriate). Line Three. Oral Polio Vaccine (O P V) or Inactive Poliovirus Vaccine (I P V). Select Not Age Appropriate.,NotAge3,False,1.8,Part 10,10,Line 3,,NotAge3,0,medical(1.8),unknown(0.0),unknown(0.0)
